True_Label,Predicted_Label,Confidence
NORMAL,NORMAL,0.8840546164036025
NORMAL,NORMAL,0.9818692442238184
NORMAL,NORMAL,0.8986907395587694
NORMAL,NORMAL,0.8989822868759341
NORMAL,NORMAL,0.8990304874021309
NORMAL,NORMAL,0.8813201439658443
NORMAL,NORMAL,0.9029992691351599
NORMAL,NORMAL,0.8889610827564832
NORMAL,NORMAL,0.9373352037772901
NORMAL,NORMAL,0.9145477402058115
NORMAL,NORMAL,0.8890658757059149
NORMAL,NORMAL,0.9927529726641868
NORMAL,NORMAL,0.9457115430068732
NORMAL,NORMAL,0.8969981534818443
NORMAL,NORMAL,0.9369364214074402
NORMAL,NORMAL,0.9020899503821662
NORMAL,BERAT,0.062256676136625534
NORMAL,NORMAL,0.9008776846946203
NORMAL,NORMAL,0.9123874404410194
NORMAL,NORMAL,0.9024076475129859
NORMAL,NORMAL,0.8834212133374402
NORMAL,NORMAL,0.9669972663755526
NORMAL,NORMAL,0.9158076148799863
NORMAL,NORMAL,0.895909805652259
NORMAL,NORMAL,0.9380981957807073
NORMAL,NORMAL,0.8848578884553134
NORMAL,NORMAL,0.9093974354400521
NORMAL,NORMAL,0.8863019189035806
NORMAL,BERAT,0.04595503916077109
NORMAL,NORMAL,0.8934076096204018
NORMAL,NORMAL,0.9039630859697758
NORMAL,NORMAL,0.9307626682276988
NORMAL,NORMAL,0.8873403765173218
NORMAL,NORMAL,0.9282165244274574
NORMAL,NORMAL,0.9385556269317676
NORMAL,NORMAL,0.8853511541774182
NORMAL,NORMAL,0.931530004327608
NORMAL,NORMAL,0.8994855638373458
NORMAL,NORMAL,0.8820748561187652
NORMAL,NORMAL,0.8961353610891665
NORMAL,BERAT,0.10434255213916802
NORMAL,NORMAL,0.9553440422545938
NORMAL,NORMAL,0.8968615659841084
NORMAL,NORMAL,0.8982378920162397
NORMAL,NORMAL,0.9059422079561683
NORMAL,BERAT,0.09804167461549654
NORMAL,NORMAL,0.9091144432439742
NORMAL,NORMAL,0.8961707140260522
NORMAL,NORMAL,0.885817923198464
NORMAL,NORMAL,0.9133429064928751
NORMAL,NORMAL,0.8825065731163289
NORMAL,NORMAL,0.8962610620380287
NORMAL,NORMAL,0.8990512585813295
NORMAL,NORMAL,0.903114034914527
NORMAL,NORMAL,0.8982486726707142
NORMAL,NORMAL,0.8885546538225073
NORMAL,NORMAL,0.936342722300866
NORMAL,NORMAL,0.9039597124536065
NORMAL,NORMAL,0.8853764992202622
NORMAL,NORMAL,0.8962952321976154
NORMAL,NORMAL,0.8947487429199003
NORMAL,NORMAL,0.8908071138931897
NORMAL,NORMAL,0.9309674519559716
NORMAL,NORMAL,0.8935770882001305
NORMAL,NORMAL,0.9861261934857376
NORMAL,NORMAL,0.8858060224100767
NORMAL,NORMAL,0.8908033777765357
NORMAL,NORMAL,0.8884066561945421
NORMAL,BERAT,0.030945256044643266
NORMAL,NORMAL,0.8820706207707965
NORMAL,NORMAL,0.8983270909663172
NORMAL,NORMAL,0.9103825106444282
NORMAL,NORMAL,0.8872255574455464
NORMAL,NORMAL,0.9360489711444779
NORMAL,NORMAL,0.9063897787249078
NORMAL,NORMAL,0.8965392399556593
NORMAL,NORMAL,0.890150003025604
NORMAL,NORMAL,0.8841282236564691
NORMAL,BERAT,0.008435179157896312
NORMAL,NORMAL,0.8948379076434092
NORMAL,NORMAL,0.8915908707635337
